fleet_id,aircraft_id,timestamp,engine_rpm,fuel_flow,engine_temperature,vibration_level
0,1,2024-12-31 23:55:00,1846.646120904356,553.3343479861438,725.5969670223077,0.9850448195054802
0,1,2024-12-31 23:58:00,2064.2287389150083,564.5824699498303,734.3117033916051,1.115207184082527
0,1,2025-01-01 00:01:00,1997.8449445666452,475.1432781578101,713.5456443709792,1.0125122572844223
0,1,2025-01-01 00:04:00,1988.3978576013844,505.4845715821635,667.4904829521797,1.220223991334155
0,1,2025-01-01 00:07:00,1852.5705082919624,480.3107245631715,757.8252886722076,0.9004204969182826
0,1,2025-01-01 00:10:00,2122.606748592656,523.6115523677242,706.6096910712704,0.9901036158258977
0,1,2025-01-01 00:13:00,2015.3623256084734,485.8072410200828,679.8013294886549,0.8984001570636004
0,1,2025-01-01 00:16:00,2200.3938801004115,503.9080742796583,665.8857051643397,1.0559196830832596
0,1,2025-01-01 00:19:00,1863.9062692992218,529.5800464499916,668.4877997101513,1.1078412693758977
0,1,2025-01-01 00:22:00,1828.4793044579037,423.05619587910957,728.6551275567394,0.9038433781221058
0,1,2025-01-01 00:25:00,2050.6707664829414,454.80103223703975,685.4376249901978,0.9526500755545687
0,1,2025-01-01 00:28:00,2086.4987773924377,472.71100165846815,679.6074773762663,0.858926502725764
0,1,2025-01-01 00:31:00,2002.4815847445818,576.2582980757862,713.9896757956479,1.065642951099979
0,1,2025-01-01 00:34:00,1899.9628387271205,511.603708196373,679.331119291491,0.9838747167117665
0,1,2025-01-01 00:37:00,2152.7457239190903,511.1902455689461,747.2211144141502,1.0936066664089938
0,1,2025-01-01 00:40:00,2016.1659653070935,578.9515896493288,707.9217501458979,0.9172194083530272
0,1,2025-01-01 00:43:00,2162.652158132791,477.05063654653827,718.3964494276862,1.076573300742602
0,1,2025-01-01 00:46:00,2146.524863773557,454.8117185988738,758.7775224987025,0.9547543287109123
0,1,2025-01-01 00:49:00,1925.1571776431224,584.3870530712635,665.7459240937361,1.0548233769793667
