fleet_id,aircraft_id,timestamp,engine_rpm,fuel_flow,engine_temperature,vibration_level
1,4,2025-01-01 00:03:00,2016.433984348763,360.2756990715711,665.04943155323,1.1348208847049406
1,4,2025-01-01 00:08:00,1871.3396962470265,496.59937938691866,654.773192961241,0.9782919780636188
1,4,2025-01-01 00:13:00,1875.4248617966593,530.2616359113499,684.7309894593467,1.0839481303257856
1,4,2025-01-01 00:18:00,2147.2413453954023,532.75642058602,689.6253568737956,1.0821533873457911
1,4,2025-01-01 00:23:00,2101.712684029414,432.7212358140527,686.4599515275559,0.9779164932874204
1,4,2025-01-01 00:28:00,2081.083616119676,467.89895874106423,730.6018124367417,1.0498610085704252
1,4,2025-01-01 00:33:00,2081.464829333867,432.52404274051173,684.2170992492956,0.7680695794241239
1,4,2025-01-01 00:38:00,1909.2138689493572,507.8134472838875,731.8555818660504,0.9278589521711001
1,4,2025-01-01 00:43:00,2044.8437144254951,497.90695706633716,732.9453240697621,1.026014442111277
1,4,2025-01-01 00:48:00,1833.2822702894955,475.408765488378,683.0480952167417,1.0668531597597168
1,4,2025-01-01 00:53:00,2089.889045140487,525.5661082780846,702.1865134535456,1.0892215615528638
1,4,2025-01-01 00:58:00,2082.6291606640343,498.2099991380373,661.3898866046746,1.044906279388295
1,4,2025-01-01 01:03:00,1917.3357388716865,525.8719655421447,686.8478702198076,1.070674834131203
1,4,2025-01-01 01:08:00,2041.3989766562781,559.9727364538327,743.9113309136851,1.0504943002892937
1,4,2025-01-01 01:13:00,2129.2477396170934,439.34845542729397,671.0535047655856,1.0268041825340808
1,4,2025-01-01 01:18:00,1990.9820726678838,588.0746603296474,682.1554141868276,1.0855704623415643
1,4,2025-01-01 01:23:00,1856.7762545108278,454.87286278707177,707.7643439464373,0.8835290768021103
1,4,2025-01-01 01:28:00,1986.1646345333777,519.2569588136029,712.4482822847255,1.000391313580296
1,4,2025-01-01 01:33:00,1960.6911989127307,523.2896516227415,740.1012865466148,1.0342750846007658
1,4,2025-01-01 01:38:00,2011.9106899656124,487.21059028357325,772.8356139626902,1.0036384539665468
1,4,2025-01-01 01:43:00,1913.2288790408886,587.251021578887,764.6700843034484,1.0442841689714664
1,4,2025-01-01 01:48:00,2013.2802181236173,461.70516638107296,688.8067084576128,0.9470835687326412
1,4,2025-01-01 01:53:00,2070.9436343508664,508.2988575566072,701.6924094479597,0.9267003511355622
1,4,2025-01-01 01:58:00,1998.989652274101,490.1661019705487,639.1327479505852,1.0858085886016093
1,4,2025-01-01 02:03:00,1986.9893931293664,537.2991737100715,653.4666047498279,1.2132120445131753
1,4,2025-01-01 02:08:00,2142.3655272270466,504.7983666939365,735.8389512246933,0.9937518731629734
1,4,2025-01-01 02:13:00,1909.5809315714462,456.65195816913126,711.6648530987491,1.098207080029124
1,4,2025-01-01 02:18:00,2025.6871494449351,469.494230169525,690.5728960069671,0.938319430264885
1,4,2025-01-01 02:23:00,2019.632848879229,432.7435338834471,643.1256751608125,1.087444224855031
1,4,2025-01-01 02:28:00,1771.6321018186718,533.6157623120579,702.319645378536,1.20271983732767
1,4,2025-01-01 02:33:00,2006.2421363920996,498.3555535391124,706.2420366559237,0.7986192383961358
1,4,2025-01-01 02:38:00,2078.672129706319,478.35884863929056,689.5920480194224,1.2192936113456279
1,4,2025-01-01 02:43:00,1951.9789013151844,480.42644727856435,664.1281897158401,0.902738360654763
1,4,2025-01-01 02:48:00,2191.1692350884205,558.5544290747354,652.219528807787,1.13070060895268
1,4,2025-01-01 02:53:00,2176.904901692051,610.8720666673878,714.36372674868,0.9624446726760139
1,4,2025-01-01 02:58:00,1856.0529323949274,450.55435612790944,680.3132148892959,0.9795163602071185
1,4,2025-01-01 03:03:00,2176.909111336168,413.96667855714253,703.1894601220882,0.7862238431937926
1,4,2025-01-01 03:08:00,2243.5587236335155,502.6893227941839,656.9000006795221,0.913820560373423
1,4,2025-01-01 03:13:00,2033.3712754315552,553.2209745995942,673.1202705461077,1.0406983763203772
1,4,2025-01-01 03:18:00,1986.3369466495194,463.01048456992606,708.1248696625219,1.1801960378319452
1,4,2025-01-01 03:23:00,2146.218992254331,503.82863922610636,747.269279745143,0.9969928785462672
1,4,2025-01-01 03:28:00,2010.361407032227,474.1338277124358,691.7155361403632,1.0505282767431177
1,4,2025-01-01 03:33:00,1939.9567813521767,478.88282479099644,659.2538407731814,1.0485158924385598
1,4,2025-01-01 03:38:00,1820.3269685942935,452.5476239176201,655.7681092060589,0.9247766936975397
1,4,2025-01-01 03:43:00,2083.0604694730955,559.1978170677178,680.7178071553182,1.1846030992730203
1,4,2025-01-01 03:48:00,1838.3110356437599,421.98065150720424,663.5693907603156,0.9283021326750268
1,4,2025-01-01 03:53:00,2007.1205321350992,463.9119703918623,677.2703220981332,0.9715346131713852
1,4,2025-01-01 03:58:00,1850.9690980303376,412.15314442291555,770.3636031569206,0.985571941605457
1,4,2025-01-01 04:03:00,2035.1602672010458,580.9446752361644,752.9328096879544,1.091310143017286
1,4,2025-01-01 04:08:00,2005.299314144171,493.29036155647213,687.9854135526346,0.9687010509282808
1,4,2025-01-01 04:13:00,1750.7846992111201,452.9459014967631,681.2227724530298,1.0898004850047205
1,4,2025-01-01 04:18:00,2044.4938177404379,553.1576182887643,726.9911937491202,1.259878395096764
1,4,2025-01-01 04:23:00,1975.4109919445439,494.6744625580084,686.1485185320347,1.053017924546543
1,4,2025-01-01 04:28:00,1906.304532231777,547.9750185036104,656.554445762175,0.865855914905707
1,4,2025-01-01 04:33:00,2048.082724669831,590.9851269863506,698.7223772124079,1.0643270036288217
1,4,2025-01-01 04:38:00,2091.1574306934504,410.2555747344651,654.2904085803075,0.97101074147177
1,4,2025-01-01 04:43:00,1807.6019923603737,408.28503960409176,589.8640593504339,0.9724559055152517
1,4,2025-01-01 04:48:00,1845.9661800559934,497.3942241625255,709.9210130765834,0.9823453741140518
1,4,2025-01-01 04:53:00,2199.1532234849615,389.5219056545584,691.3577064184454,1.0077696730276968
1,4,2025-01-01 04:58:00,831.7591031358027,513.8107944279388,677.3713067300109,0.8989959871175489
1,4,2025-01-01 05:03:00,787.8637413712795,503.99441112757324,708.2021014890086,1.1190032792149984
1,4,2025-01-01 05:08:00,902.7209538205111,537.7624893126922,708.2713793260025,1.0188473328854248
1,4,2025-01-01 05:13:00,981.2307584285238,450.7073752964899,673.4351785806551,1.144152118850426
1,4,2025-01-01 05:18:00,925.0315511380558,542.1485495563304,721.0484069231971,0.874518480264028
1,4,2025-01-01 05:23:00,1889.9336353217354,490.8396976128936,690.1888877480395,0.8415067125757829
1,4,2025-01-01 05:28:00,2014.4818150352983,493.42973338995125,697.9192659338682,1.0401638525612376
1,4,2025-01-01 05:33:00,1968.5781482188884,495.7458334223697,693.5305212915979,1.174757305447103
1,4,2025-01-01 05:38:00,2005.3589364149198,532.9807505048769,698.4801606102668,0.9879989944908731
1,4,2025-01-01 05:43:00,2001.9095494373578,526.4673166976949,718.7788567757949,1.09749633555487
1,4,2025-01-01 05:48:00,1997.6511681190507,530.3415560912777,701.3371365414208,0.9991184010564602
1,4,2025-01-01 05:53:00,2014.292548184243,512.8323878845822,650.7300990727072,1.0417311711231647
1,4,2025-01-01 05:58:00,1986.7592597721655,514.4869376855797,699.3284796989368,1.0284579453407388
1,4,2025-01-01 06:03:00,1896.6531168347153,477.53947509639033,683.9529109418471,0.9484208350541905
1,4,2025-01-01 06:08:00,1996.2504588117592,514.7447438972324,694.9187188250893,0.9211958120069557
1,4,2025-01-01 06:13:00,2162.901713918891,454.4247606296312,662.2058404812096,1.171070002745677
1,4,2025-01-01 06:18:00,1867.207850342227,532.5073909387604,653.5221738074408,0.8716091178387605
1,4,2025-01-01 06:23:00,1887.2824087371866,510.06271702118806,680.8805979038437,0.8876915318208277
1,4,2025-01-01 06:28:00,2075.8362855536448,499.06100807839823,744.5715418273877,1.0189397323707559
1,4,2025-01-01 06:33:00,1879.1670104387574,531.0264948360802,716.5909434707559,1.1126486303213297
1,4,2025-01-01 06:38:00,2135.134867171106,506.3503738780668,734.4865623046202,0.9857531179905932
1,4,2025-01-01 06:43:00,1906.03641526459,616.6602079640705,718.3284601118174,0.9753269137902828
1,4,2025-01-01 06:48:00,2035.141904430876,541.949537143133,700.5296344716577,0.8162079769193844
