fleet_id,aircraft_id,timestamp,engine_rpm,fuel_flow,engine_temperature,vibration_level
1,5,2025-01-01 00:04:00,1982.2169722411077,496.21287958911836,609.7839661388748,1.0510146252797727
1,5,2025-01-01 00:09:00,1899.988839734351,509.66590219473306,701.1743446021527,1.0911319534366566
1,5,2025-01-01 00:14:00,1995.7137031527498,492.345636143165,703.0129957970636,0.8401142996175739
1,5,2025-01-01 00:19:00,2113.01603881622,500.304171264881,675.0579789591729,0.8613624833413418
1,5,2025-01-01 00:24:00,1967.06112141631,535.0885988797218,723.1021362585318,1.0262411912507048
1,5,2025-01-01 00:29:00,1999.0315227977026,414.72983465382754,727.7412013085526,1.029142648819928
1,5,2025-01-01 00:34:00,1963.0778988444492,468.3259895931346,731.2373065136649,1.1433263531278623
1,5,2025-01-01 00:39:00,1895.404008399767,479.8787715464318,697.9271954207104,0.9679195043500054
1,5,2025-01-01 00:44:00,2111.6569040478544,533.9854577126702,688.0983378384534,0.9129571668516699
1,5,2025-01-01 00:49:00,1927.6650598175809,503.34281487982923,718.6369503358832,1.0094577114109073
1,5,2025-01-01 00:54:00,1895.0221796823043,515.3742175114,696.8754607064213,1.153598850605794
1,5,2025-01-01 00:59:00,1764.3216890885594,483.15472707557035,693.7407890301296,0.9250639228197066
1,5,2025-01-01 01:04:00,1949.2140486374149,476.3838696808581,713.5365094969883,1.1422786129934548
1,5,2025-01-01 01:09:00,1929.8214476943244,449.3263952777794,742.3902164144157,1.1311933596977897
1,5,2025-01-01 01:14:00,2035.8584963862218,451.5563691862054,684.3448491585601,0.9745266091930517
1,5,2025-01-01 01:19:00,2163.565915083768,456.14066020180104,714.3154216261686,0.9955217723668699
1,5,2025-01-01 01:24:00,1869.4254527063765,455.5445410299384,685.001235352829,1.0475615518880623
1,5,2025-01-01 01:29:00,2192.8874494665934,451.75804109478,680.8140993507164,0.9897467706909223
1,5,2025-01-01 01:34:00,1864.3770198023294,414.3288003565698,748.5667828151034,1.1546507353782955
1,5,2025-01-01 01:39:00,2111.5380547088707,413.00987864314857,651.8453329852816,1.0556119485330753
